shipment_id,event_time,period_date,origin_city,origin_state,destination_city,destination_state,mode,distance_km,weight_tons,sku,quantity,supplier_id,facility_id,urgent_flag
SHP_F0EBBA389D,2026-02-24T06:15:29.708796Z,2026-02-24,Mumbai,MH,Delhi,DL,rail,1420,16.71,SKU_STEEL,184.95,SUP_TN_004,FAC_CHN_01,False
SHP_A36D147800,2026-02-24T06:15:31.711219Z,2026-02-24,Kolkata,WB,Mumbai,MH,road,489,8.11,SKU_GEARBOX,151.08,SUP_TAT_001,FAC_CHN_01,False
SHP_804A7BFF52,2026-02-24T06:15:33.716399Z,2026-02-24,Chennai,TN,Hyderabad,TS,rail,1647,7.78,SKU_PLASTIC,141.92,SUP_TN_004,FAC_MUM_01,False
SHP_4D1F60A00A,2026-02-24T06:15:35.720970Z,2026-02-24,Jaipur,RJ,Chennai,TN,road,1384,4.59,SKU_BEARING,67.69,SUP_TN_004,FAC_PUNE_01,False
SHP_88E6A686B5,2026-02-24T06:15:37.730826Z,2026-02-24,Ahmedabad,GJ,Delhi,DL,rail,408,5.69,SKU_PLASTIC,78.9,SUP_TN_004,FAC_MUM_01,False
SHP_70CBAD29EB,2026-02-24T06:15:39.734379Z,2026-02-24,Ahmedabad,GJ,Delhi,DL,road,979,10.41,SKU_PLASTIC,42.77,SUP_TAT_001,FAC_PUNE_01,False
SHP_EC8E4F3760,2026-02-24T06:15:41.743667Z,2026-02-24,Ahmedabad,GJ,Bengaluru,KA,rail,499,13.92,SKU_PLASTIC,59.22,SUP_TAT_001,FAC_MUM_01,False
SHP_4C57A0136B,2026-02-24T06:15:43.747763Z,2026-02-24,Hyderabad,TS,Delhi,DL,rail,512,12.43,SKU_PLASTIC,54.82,SUP_MAH_002,FAC_MUM_01,False
SHP_E33678B570,2026-02-24T06:15:45.754962Z,2026-02-24,Mumbai,MH,Kolkata,WB,rail,642,12.85,SKU_PLASTIC,144.77,SUP_GUJ_003,FAC_MUM_01,False
SHP_3D25DDE127,2026-02-24T06:15:47.767812Z,2026-02-24,Delhi,DL,Chennai,TN,rail,1750,17.07,SKU_GEARBOX,69.47,SUP_GUJ_003,FAC_CHN_01,False
SHP_8E0D34EB1A,2026-02-24T06:15:49.774321Z,2026-02-24,Pune,MH,Kolkata,WB,road,1694,2.65,SKU_GEARBOX,128.2,SUP_TN_004,FAC_MUM_01,True
SHP_FB70D6D34E,2026-02-24T06:15:51.781088Z,2026-02-24,Chennai,TN,Delhi,DL,rail,833,9.51,SKU_STEEL,37.15,SUP_TAT_001,FAC_PUNE_01,True
SHP_16F0E5AF28,2026-02-24T06:15:53.785337Z,2026-02-24,Delhi,DL,Mumbai,MH,road,1420,4.55,SKU_PLASTIC,41.65,SUP_TN_004,FAC_PUNE_01,False
SHP_6422BBEDE9,2026-02-24T06:15:55.789960Z,2026-02-24,Jaipur,RJ,Bengaluru,KA,sea,815,10.36,SKU_PLASTIC,25.9,SUP_MAH_002,FAC_BLR_01,False
SHP_45504C0293,2026-02-24T06:15:57.794091Z,2026-02-24,Bengaluru,KA,Kolkata,WB,rail,1206,9.91,SKU_BEARING,120.09,SUP_TN_004,FAC_MUM_01,False
SHP_4068CC74D5,2026-02-24T06:15:59.798442Z,2026-02-24,Ahmedabad,GJ,Delhi,DL,rail,1679,7.91,SKU_PLASTIC,171.77,SUP_MAH_002,FAC_CHN_01,False
SHP_BB80ABE19B,2026-02-24T06:16:01.804600Z,2026-02-24,Chennai,TN,Ahmedabad,GJ,road,1304,10.8,SKU_GEARBOX,30.08,SUP_TN_004,FAC_PUNE_01,False
SHP_D6290072AC,2026-02-24T06:16:03.810160Z,2026-02-24,Kolkata,WB,Chennai,TN,rail,516,11.68,SKU_GEARBOX,147.26,SUP_GUJ_003,FAC_CHN_01,False
SHP_FBEAF6F4B9,2026-02-24T06:22:32.883104Z,2026-02-24,Pune,MH,Delhi,DL,road,1420,8.65,SKU_MOTOR,79.31,SUP_MAH_002,FAC_BLR_01,False
SHP_DF64CAFE67,2026-02-24T06:22:34.887762Z,2026-02-24,Pune,MH,Ahmedabad,GJ,road,572,16.28,SKU_GEARBOX,126.25,SUP_GUJ_003,FAC_BLR_01,False
SHP_7AA823DEA7,2026-02-24T06:22:36.896660Z,2026-02-24,Pune,MH,Jaipur,RJ,rail,937,6.94,SKU_PLASTIC,126.08,SUP_GUJ_003,FAC_PUNE_01,False
SHP_9237393FCB,2026-02-24T06:22:38.904358Z,2026-02-24,Kolkata,WB,Chennai,TN,road,1566,4.43,SKU_PLASTIC,99.89,SUP_MAH_002,FAC_CHN_01,False
SHP_E071EE4E61,2026-02-24T06:22:40.912200Z,2026-02-24,Mumbai,MH,Jaipur,RJ,rail,375,9.72,SKU_BEARING,55.58,SUP_TN_004,FAC_MUM_01,True
SHP_E321C709E9,2026-02-24T06:22:42.916845Z,2026-02-24,Hyderabad,TS,Kolkata,WB,rail,1781,3.23,SKU_MOTOR,69.85,SUP_TAT_001,FAC_PUNE_01,False
SHP_D81E1C3053,2026-02-24T06:22:44.921351Z,2026-02-24,Jaipur,RJ,Pune,MH,rail,1532,16.96,SKU_STEEL,66.19,SUP_TN_004,FAC_PUNE_01,True
SHP_F17B72F547,2026-02-24T06:22:46.926913Z,2026-02-24,Bengaluru,KA,Kolkata,WB,rail,1202,6.06,SKU_PLASTIC,127.38,SUP_TN_004,FAC_BLR_01,True
SHP_45DCA8BD00,2026-02-24T06:22:48.934009Z,2026-02-24,Kolkata,WB,Ahmedabad,GJ,road,697,11.85,SKU_BEARING,44.26,SUP_TAT_001,FAC_MUM_01,False
SHP_BF8A0A0D41,2026-02-24T06:22:50.945723Z,2026-02-24,Chennai,TN,Kolkata,WB,road,605,5.85,SKU_MOTOR,142.13,SUP_GUJ_003,FAC_MUM_01,True
SHP_7EF327D2E3,2026-02-24T06:22:52.955956Z,2026-02-24,Chennai,TN,Mumbai,MH,road,322,6.33,SKU_BEARING,108.33,SUP_TAT_001,FAC_PUNE_01,False
SHP_8004ED77C1,2026-02-24T06:22:54.964764Z,2026-02-24,Kolkata,WB,Delhi,DL,road,1500,12.12,SKU_BEARING,11.57,SUP_TAT_001,FAC_MUM_01,False
SHP_4525623B22,2026-02-24T06:22:56.971849Z,2026-02-24,Delhi,DL,Kolkata,WB,road,1500,4.55,SKU_PLASTIC,151.26,SUP_TN_004,FAC_BLR_01,False
SHP_6967F11E1E,2026-02-24T06:22:58.977398Z,2026-02-24,Mumbai,MH,Jaipur,RJ,rail,1383,10.46,SKU_PLASTIC,133.93,SUP_MAH_002,FAC_CHN_01,False
SHP_A12559DC62,2026-02-24T06:23:00.980337Z,2026-02-24,Hyderabad,TS,Bengaluru,KA,road,570,5.95,SKU_GEARBOX,104.6,SUP_GUJ_003,FAC_MUM_01,False
SHP_5F94BDC48F,2026-02-24T06:23:02.997620Z,2026-02-24,Jaipur,RJ,Chennai,TN,road,637,4.13,SKU_BEARING,65.6,SUP_MAH_002,FAC_MUM_01,False
SHP_B687E0DD7F,2026-02-24T06:23:05.007666Z,2026-02-24,Mumbai,MH,Hyderabad,TS,sea,1662,3.97,SKU_MOTOR,108.96,SUP_TN_004,FAC_CHN_01,False
SHP_201A530773,2026-02-24T06:23:07.014052Z,2026-02-24,Hyderabad,TS,Mumbai,MH,road,1406,17.01,SKU_GEARBOX,30.8,SUP_MAH_002,FAC_BLR_01,False
SHP_DD549EDC10,2026-02-24T06:23:09.022103Z,2026-02-24,Ahmedabad,GJ,Chennai,TN,road,1195,3.99,SKU_MOTOR,124.44,SUP_GUJ_003,FAC_MUM_01,False
SHP_DDBF01B7F0,2026-02-24T06:23:11.029039Z,2026-02-24,Bengaluru,KA,Hyderabad,TS,rail,570,13.26,SKU_GEARBOX,38.23,SUP_MAH_002,FAC_BLR_01,False
SHP_47189710A1,2026-02-24T06:23:13.036088Z,2026-02-24,Pune,MH,Delhi,DL,rail,1420,8.74,SKU_MOTOR,112.62,SUP_GUJ_003,FAC_CHN_01,False
SHP_0E5418498C,2026-02-24T06:23:15.043457Z,2026-02-24,Bengaluru,KA,Jaipur,RJ,road,300,5.3,SKU_GEARBOX,144.08,SUP_TAT_001,FAC_MUM_01,False
SHP_F267F2549F,2026-02-24T06:23:17.048014Z,2026-02-24,Ahmedabad,GJ,Chennai,TN,road,1656,5.91,SKU_BEARING,131.77,SUP_GUJ_003,FAC_CHN_01,False
SHP_A103461D8B,2026-02-24T06:23:19.054137Z,2026-02-24,Jaipur,RJ,Pune,MH,road,395,14.0,SKU_MOTOR,43.94,SUP_MAH_002,FAC_CHN_01,False
SHP_7B38E06E69,2026-02-24T06:23:21.060935Z,2026-02-24,Pune,MH,Mumbai,MH,road,150,2.08,SKU_GEARBOX,170.77,SUP_TAT_001,FAC_BLR_01,False
SHP_E7C4482ACA,2026-02-24T06:23:23.066713Z,2026-02-24,Ahmedabad,GJ,Hyderabad,TS,road,1255,8.78,SKU_BEARING,193.46,SUP_MAH_002,FAC_CHN_01,False
SHP_B0801F6882,2026-02-24T06:23:25.072320Z,2026-02-24,Jaipur,RJ,Delhi,DL,road,280,4.86,SKU_GEARBOX,59.39,SUP_TN_004,FAC_PUNE_01,False
SHP_C6FCF6FC0D,2026-02-24T06:23:27.076907Z,2026-02-24,Hyderabad,TS,Ahmedabad,GJ,sea,386,11.72,SKU_PLASTIC,38.79,SUP_TN_004,FAC_MUM_01,False
SHP_CCF46D1EB7,2026-02-24T06:23:29.084947Z,2026-02-24,Mumbai,MH,Jaipur,RJ,road,1713,17.95,SKU_GEARBOX,189.36,SUP_GUJ_003,FAC_BLR_01,False
SHP_7310AABA2C,2026-02-24T06:23:31.088148Z,2026-02-24,Ahmedabad,GJ,Jaipur,RJ,sea,705,7.5,SKU_BEARING,12.43,SUP_TAT_001,FAC_PUNE_01,True
SHP_022FDCFE0F,2026-02-24T06:23:33.103378Z,2026-02-24,Hyderabad,TS,Bengaluru,KA,road,570,11.97,SKU_MOTOR,191.13,SUP_TAT_001,FAC_CHN_01,False
SHP_EDBBE6EE11,2026-02-24T06:23:35.110665Z,2026-02-24,Jaipur,RJ,Delhi,DL,road,280,7.88,SKU_MOTOR,114.03,SUP_MAH_002,FAC_BLR_01,False
SHP_C77351D388,2026-02-24T06:23:37.148291Z,2026-02-24,Jaipur,RJ,Mumbai,MH,road,443,2.18,SKU_STEEL,189.06,SUP_TAT_001,FAC_CHN_01,False
SHP_BB376200DE,2026-02-24T06:23:39.151546Z,2026-02-24,Ahmedabad,GJ,Mumbai,MH,road,530,8.95,SKU_GEARBOX,96.64,SUP_TN_004,FAC_MUM_01,False
SHP_BEB73BEF24,2026-02-24T06:23:41.160415Z,2026-02-24,Chennai,TN,Mumbai,MH,road,1187,18.0,SKU_BEARING,152.16,SUP_TN_004,FAC_PUNE_01,False
SHP_EDD0C2C333,2026-02-24T06:23:43.166585Z,2026-02-24,Hyderabad,TS,Bengaluru,KA,road,570,13.4,SKU_BEARING,149.25,SUP_GUJ_003,FAC_PUNE_01,False
SHP_7B8D575EFA,2026-02-24T06:23:45.176599Z,2026-02-24,Hyderabad,TS,Pune,MH,road,559,8.39,SKU_PLASTIC,146.16,SUP_TAT_001,FAC_MUM_01,False
SHP_DC9F77B03A,2026-02-24T06:23:47.186676Z,2026-02-24,Bengaluru,KA,Mumbai,MH,road,985,7.67,SKU_STEEL,14.37,SUP_TN_004,FAC_MUM_01,True
SHP_9A4434DF7E,2026-02-24T06:23:49.190897Z,2026-02-24,Delhi,DL,Chennai,TN,road,1524,3.89,SKU_PLASTIC,88.32,SUP_TAT_001,FAC_CHN_01,True
SHP_E1336D9435,2026-02-24T06:23:51.195629Z,2026-02-24,Chennai,TN,Bengaluru,KA,rail,350,7.78,SKU_PLASTIC,87.45,SUP_GUJ_003,FAC_MUM_01,False
SHP_4C62ACA2BE,2026-02-24T06:23:53.214955Z,2026-02-24,Jaipur,RJ,Hyderabad,TS,road,322,16.44,SKU_GEARBOX,69.23,SUP_GUJ_003,FAC_CHN_01,False
SHP_19F254C8F9,2026-02-24T06:23:55.219820Z,2026-02-24,Delhi,DL,Chennai,TN,rail,803,9.39,SKU_GEARBOX,141.17,SUP_GUJ_003,FAC_CHN_01,False
SHP_734007129F,2026-02-24T06:23:57.230937Z,2026-02-24,Pune,MH,Bengaluru,KA,rail,1317,5.54,SKU_MOTOR,78.91,SUP_TAT_001,FAC_MUM_01,True
SHP_135FB53811,2026-02-24T06:23:59.235493Z,2026-02-24,Delhi,DL,Ahmedabad,GJ,road,722,4.11,SKU_MOTOR,97.31,SUP_TAT_001,FAC_MUM_01,False
SHP_E56B89F033,2026-02-24T06:24:01.237559Z,2026-02-24,Chennai,TN,Jaipur,RJ,rail,1391,8.3,SKU_PLASTIC,63.67,SUP_MAH_002,FAC_PUNE_01,False
SHP_CC0407C0D8,2026-02-24T06:24:03.256670Z,2026-02-24,Bengaluru,KA,Chennai,TN,road,350,7.3,SKU_GEARBOX,118.6,SUP_TAT_001,FAC_BLR_01,False
SHP_24ADE59BB4,2026-02-24T06:24:05.261399Z,2026-02-24,Bengaluru,KA,Delhi,DL,road,708,16.56,SKU_MOTOR,51.79,SUP_GUJ_003,FAC_BLR_01,False
SHP_BC3A7E14F6,2026-02-24T06:24:07.267896Z,2026-02-24,Mumbai,MH,Bengaluru,KA,road,985,17.94,SKU_MOTOR,60.92,SUP_MAH_002,FAC_PUNE_01,False
SHP_D8F67B3632,2026-02-24T06:24:09.272581Z,2026-02-24,Hyderabad,TS,Delhi,DL,road,1575,2.59,SKU_STEEL,151.84,SUP_TAT_001,FAC_PUNE_01,False
SHP_D717230C88,2026-02-24T06:24:11.278121Z,2026-02-24,Delhi,DL,Pune,MH,rail,1420,10.57,SKU_GEARBOX,105.15,SUP_GUJ_003,FAC_PUNE_01,False
SHP_5EE009C21C,2026-02-24T06:24:13.283258Z,2026-02-24,Kolkata,WB,Pune,MH,rail,1194,13.66,SKU_STEEL,81.7,SUP_GUJ_003,FAC_PUNE_01,False
SHP_F286F8BC8E,2026-02-24T06:24:15.289169Z,2026-02-24,Hyderabad,TS,Delhi,DL,road,1128,3.45,SKU_GEARBOX,178.85,SUP_TAT_001,FAC_MUM_01,False
SHP_8981614A60,2026-02-24T06:24:17.298897Z,2026-02-24,Ahmedabad,GJ,Chennai,TN,rail,1376,10.98,SKU_STEEL,19.29,SUP_MAH_002,FAC_CHN_01,False
SHP_09A45BCB2B,2026-02-24T06:24:19.303729Z,2026-02-24,Hyderabad,TS,Delhi,DL,road,940,4.96,SKU_GEARBOX,99.67,SUP_TAT_001,FAC_CHN_01,False
SHP_991CABA7C0,2026-02-24T06:24:21.310114Z,2026-02-24,Jaipur,RJ,Pune,MH,sea,1767,3.81,SKU_MOTOR,20.88,SUP_GUJ_003,FAC_CHN_01,False
SHP_A57B954332,2026-02-24T06:24:23.315344Z,2026-02-24,Jaipur,RJ,Chennai,TN,road,430,11.18,SKU_BEARING,174.61,SUP_TAT_001,FAC_CHN_01,True
SHP_DD1B8C34B8,2026-02-24T06:24:25.320877Z,2026-02-24,Mumbai,MH,Delhi,DL,rail,1420,13.29,SKU_STEEL,49.23,SUP_TAT_001,FAC_CHN_01,False
SHP_CB4959B5CF,2026-02-24T06:24:27.326311Z,2026-02-24,Chennai,TN,Jaipur,RJ,road,835,16.51,SKU_GEARBOX,172.27,SUP_TN_004,FAC_PUNE_01,False
SHP_7CD0BC7792,2026-02-24T06:24:29.331773Z,2026-02-24,Chennai,TN,Ahmedabad,GJ,road,824,16.65,SKU_MOTOR,38.78,SUP_TAT_001,FAC_BLR_01,False
SHP_009255C91A,2026-02-24T06:24:31.334941Z,2026-02-24,Pune,MH,Bengaluru,KA,air,882,15.91,SKU_BEARING,119.99,SUP_TAT_001,FAC_PUNE_01,True
SHP_4B2A20BA4F,2026-02-24T06:24:33.351032Z,2026-02-24,Pune,MH,Mumbai,MH,rail,150,4.82,SKU_GEARBOX,76.57,SUP_TAT_001,FAC_CHN_01,False
SHP_2ED56BE231,2026-02-24T06:24:35.359144Z,2026-02-24,Chennai,TN,Bengaluru,KA,road,350,4.28,SKU_STEEL,158.1,SUP_TAT_001,FAC_BLR_01,False
SHP_974EAAA182,2026-02-24T06:24:37.364415Z,2026-02-24,Pune,MH,Jaipur,RJ,air,952,11.84,SKU_STEEL,124.47,SUP_GUJ_003,FAC_CHN_01,True
SHP_0C94BD2E01,2026-02-24T06:24:39.373939Z,2026-02-24,Hyderabad,TS,Kolkata,WB,rail,1319,9.78,SKU_STEEL,120.73,SUP_MAH_002,FAC_BLR_01,False
SHP_EA1E63AFE8,2026-02-24T06:24:41.378411Z,2026-02-24,Ahmedabad,GJ,Jaipur,RJ,road,1156,2.12,SKU_GEARBOX,79.66,SUP_MAH_002,FAC_PUNE_01,False
SHP_1166AEA9CC,2026-02-24T06:24:43.386979Z,2026-02-24,Delhi,DL,Bengaluru,KA,road,936,17.55,SKU_MOTOR,89.88,SUP_MAH_002,FAC_PUNE_01,True
SHP_10DA83F507,2026-02-24T06:24:45.395095Z,2026-02-24,Mumbai,MH,Delhi,DL,sea,1420,5.65,SKU_STEEL,89.25,SUP_TAT_001,FAC_PUNE_01,True
SHP_34C292807B,2026-02-24T06:24:47.404516Z,2026-02-24,Hyderabad,TS,Bengaluru,KA,rail,570,15.24,SKU_BEARING,117.0,SUP_GUJ_003,FAC_PUNE_01,False
SHP_A0C897B4A1,2026-02-24T06:24:49.410290Z,2026-02-24,Jaipur,RJ,Ahmedabad,GJ,road,1634,2.76,SKU_STEEL,135.86,SUP_MAH_002,FAC_MUM_01,False
SHP_8C5F740F66,2026-02-24T06:24:51.418960Z,2026-02-24,Ahmedabad,GJ,Mumbai,MH,road,530,15.73,SKU_PLASTIC,158.91,SUP_TN_004,FAC_CHN_01,False
SHP_2934AF8C02,2026-02-24T06:24:53.422335Z,2026-02-24,Bengaluru,KA,Pune,MH,road,568,12.25,SKU_BEARING,150.53,SUP_MAH_002,FAC_BLR_01,False
SHP_610A022499,2026-02-24T06:24:55.429663Z,2026-02-24,Mumbai,MH,Kolkata,WB,sea,1254,5.4,SKU_PLASTIC,79.29,SUP_TAT_001,FAC_CHN_01,False
SHP_75021F2B57,2026-02-24T06:24:57.435804Z,2026-02-24,Hyderabad,TS,Delhi,DL,air,1612,5.0,SKU_PLASTIC,74.56,SUP_MAH_002,FAC_CHN_01,True
SHP_1B2FDCDFA7,2026-02-24T06:24:59.441655Z,2026-02-24,Jaipur,RJ,Hyderabad,TS,rail,589,6.78,SKU_STEEL,138.79,SUP_TAT_001,FAC_PUNE_01,False
SHP_2EF3C09FFC,2026-02-24T06:25:01.447077Z,2026-02-24,Chennai,TN,Mumbai,MH,road,832,7.7,SKU_MOTOR,18.85,SUP_TN_004,FAC_CHN_01,False
SHP_33EFA01959,2026-02-24T06:25:03.462098Z,2026-02-24,Mumbai,MH,Kolkata,WB,rail,1322,7.77,SKU_MOTOR,85.34,SUP_TN_004,FAC_BLR_01,False
SHP_FC10B1F1A9,2026-02-24T06:25:05.471271Z,2026-02-24,Bengaluru,KA,Ahmedabad,GJ,rail,345,6.37,SKU_BEARING,134.11,SUP_TAT_001,FAC_MUM_01,False
SHP_1524BEAD7A,2026-02-24T06:25:07.481518Z,2026-02-24,Delhi,DL,Bengaluru,KA,rail,1072,15.89,SKU_MOTOR,198.26,SUP_TAT_001,FAC_PUNE_01,False
SHP_42BB23F104,2026-02-24T06:25:09.488021Z,2026-02-24,Pune,MH,Bengaluru,KA,air,1625,11.69,SKU_BEARING,53.49,SUP_TAT_001,FAC_CHN_01,True
SHP_7FFBBC472C,2026-02-24T06:25:11.494776Z,2026-02-24,Bengaluru,KA,Jaipur,RJ,road,639,15.07,SKU_BEARING,123.66,SUP_MAH_002,FAC_BLR_01,False
SHP_FBA5D9E670,2026-02-24T06:25:13.503693Z,2026-02-24,Hyderabad,TS,Ahmedabad,GJ,road,1160,7.61,SKU_GEARBOX,14.06,SUP_TAT_001,FAC_PUNE_01,False
SHP_EA8225756D,2026-02-24T06:25:15.530127Z,2026-02-24,Mumbai,MH,Delhi,DL,rail,1420,10.09,SKU_MOTOR,45.37,SUP_GUJ_003,FAC_CHN_01,False
SHP_D181542CA0,2026-02-24T06:25:17.535977Z,2026-02-24,Pune,MH,Bengaluru,KA,road,350,8.94,SKU_GEARBOX,93.96,SUP_MAH_002,FAC_BLR_01,False
SHP_C4F5F32999,2026-02-24T06:25:19.542001Z,2026-02-24,Bengaluru,KA,Chennai,TN,road,350,15.17,SKU_GEARBOX,111.87,SUP_GUJ_003,FAC_BLR_01,False
SHP_B5CDF91EBB,2026-02-24T06:25:21.545893Z,2026-02-24,Ahmedabad,GJ,Chennai,TN,rail,1047,10.96,SKU_PLASTIC,140.57,SUP_TN_004,FAC_MUM_01,True
SHP_96CD2A71B1,2026-02-24T06:25:23.549887Z,2026-02-24,Ahmedabad,GJ,Mumbai,MH,road,530,6.83,SKU_MOTOR,104.37,SUP_GUJ_003,FAC_PUNE_01,False
SHP_79EF8F23D5,2026-02-24T06:25:25.553072Z,2026-02-24,Hyderabad,TS,Mumbai,MH,road,1057,7.11,SKU_PLASTIC,84.39,SUP_TAT_001,FAC_CHN_01,False
SHP_3B1F2A479D,2026-02-24T06:25:27.560311Z,2026-02-24,Mumbai,MH,Jaipur,RJ,road,1458,9.77,SKU_PLASTIC,124.62,SUP_GUJ_003,FAC_MUM_01,False
SHP_224FDB1F65,2026-02-24T06:25:29.569467Z,2026-02-24,Pune,MH,Ahmedabad,GJ,rail,1618,17.69,SKU_MOTOR,130.11,SUP_TN_004,FAC_BLR_01,False
SHP_701E576FEF,2026-02-24T06:25:31.576118Z,2026-02-24,Delhi,DL,Ahmedabad,GJ,rail,932,3.11,SKU_MOTOR,108.69,SUP_MAH_002,FAC_BLR_01,False
SHP_73C6CDD642,2026-02-24T06:25:33.586895Z,2026-02-24,Mumbai,MH,Delhi,DL,road,1420,7.25,SKU_STEEL,10.16,SUP_TN_004,FAC_CHN_01,False
SHP_BC0F7918E0,2026-02-24T06:25:35.594724Z,2026-02-24,Delhi,DL,Bengaluru,KA,rail,1393,16.9,SKU_GEARBOX,190.75,SUP_MAH_002,FAC_MUM_01,False
SHP_5E65EDB343,2026-02-24T06:25:37.604371Z,2026-02-24,Delhi,DL,Pune,MH,road,1420,11.33,SKU_MOTOR,153.7,SUP_MAH_002,FAC_BLR_01,False
SHP_B8F23BAA7E,2026-02-24T06:25:39.608488Z,2026-02-24,Pune,MH,Hyderabad,TS,road,630,2.92,SKU_BEARING,82.26,SUP_TAT_001,FAC_BLR_01,False
SHP_1D9A4A85BD,2026-02-24T06:25:41.612277Z,2026-02-24,Jaipur,RJ,Hyderabad,TS,rail,686,3.44,SKU_STEEL,117.23,SUP_MAH_002,FAC_MUM_01,False
SHP_19BC38486D,2026-02-24T06:25:43.617228Z,2026-02-24,Kolkata,WB,Jaipur,RJ,road,1091,15.07,SKU_MOTOR,79.55,SUP_TAT_001,FAC_MUM_01,True
SHP_888A5A949F,2026-02-24T06:25:45.623432Z,2026-02-24,Ahmedabad,GJ,Mumbai,MH,road,530,12.91,SKU_PLASTIC,50.12,SUP_TN_004,FAC_BLR_01,True
SHP_8DD7B704BF,2026-02-24T06:25:47.631474Z,2026-02-24,Chennai,TN,Kolkata,WB,road,580,6.44,SKU_GEARBOX,69.92,SUP_MAH_002,FAC_PUNE_01,False
SHP_0BAB08FD54,2026-02-24T06:25:49.640245Z,2026-02-24,Pune,MH,Hyderabad,TS,air,730,7.54,SKU_GEARBOX,53.18,SUP_MAH_002,FAC_BLR_01,True
SHP_9710F8D002,2026-02-24T06:25:51.648341Z,2026-02-24,Chennai,TN,Hyderabad,TS,road,823,17.2,SKU_PLASTIC,71.3,SUP_GUJ_003,FAC_BLR_01,False
SHP_AE2EE46E92,2026-02-24T06:25:53.659765Z,2026-02-24,Jaipur,RJ,Delhi,DL,road,280,15.99,SKU_GEARBOX,23.55,SUP_TAT_001,FAC_BLR_01,False
SHP_C0AA4C2C8A,2026-02-24T06:25:55.668114Z,2026-02-24,Jaipur,RJ,Mumbai,MH,rail,503,10.69,SKU_MOTOR,28.53,SUP_TAT_001,FAC_CHN_01,False
SHP_D24668114B,2026-02-24T06:25:57.677205Z,2026-02-24,Jaipur,RJ,Mumbai,MH,road,1482,15.25,SKU_PLASTIC,124.83,SUP_TAT_001,FAC_BLR_01,False
SHP_6F46ED9A08,2026-02-24T06:25:59.682194Z,2026-02-24,Mumbai,MH,Hyderabad,TS,road,1390,4.82,SKU_BEARING,138.18,SUP_GUJ_003,FAC_BLR_01,False
SHP_823B20C57C,2026-02-24T06:26:01.687059Z,2026-02-24,Ahmedabad,GJ,Mumbai,MH,rail,530,10.06,SKU_STEEL,45.91,SUP_TN_004,FAC_CHN_01,False
SHP_D8DD70C4F5,2026-02-24T06:26:03.698016Z,2026-02-24,Bengaluru,KA,Ahmedabad,GJ,road,581,6.72,SKU_STEEL,94.28,SUP_TAT_001,FAC_CHN_01,False
SHP_9F892CB7C3,2026-02-24T06:26:05.723100Z,2026-02-24,Delhi,DL,Bengaluru,KA,rail,885,17.01,SKU_MOTOR,130.34,SUP_MAH_002,FAC_BLR_01,False
SHP_0026F4790B,2026-02-24T06:26:07.735317Z,2026-02-24,Ahmedabad,GJ,Jaipur,RJ,rail,430,6.61,SKU_STEEL,41.89,SUP_TN_004,FAC_PUNE_01,False
SHP_600E7C4323,2026-02-24T06:26:09.739952Z,2026-02-24,Pune,MH,Mumbai,MH,road,150,13.26,SKU_GEARBOX,132.48,SUP_MAH_002,FAC_MUM_01,False
SHP_F1D6D0E5B9,2026-02-24T06:26:11.749005Z,2026-02-24,Pune,MH,Chennai,TN,rail,514,13.26,SKU_PLASTIC,43.59,SUP_TN_004,FAC_CHN_01,False
SHP_48F9A5E0CA,2026-02-24T06:26:13.754481Z,2026-02-24,Mumbai,MH,Hyderabad,TS,sea,661,17.09,SKU_GEARBOX,158.41,SUP_MAH_002,FAC_MUM_01,False
SHP_EF0FEE0A1A,2026-02-24T06:26:15.762811Z,2026-02-24,Chennai,TN,Mumbai,MH,road,1053,10.56,SKU_GEARBOX,162.48,SUP_TN_004,FAC_MUM_01,False
SHP_9688C6E5E9,2026-02-24T06:26:17.770699Z,2026-02-24,Jaipur,RJ,Bengaluru,KA,road,505,16.53,SKU_STEEL,195.68,SUP_TN_004,FAC_PUNE_01,False
SHP_FEFBABBB30,2026-02-24T06:26:19.775724Z,2026-02-24,Hyderabad,TS,Pune,MH,road,404,6.4,SKU_PLASTIC,180.56,SUP_MAH_002,FAC_CHN_01,False
SHP_CB15A5641F,2026-02-24T06:26:21.782127Z,2026-02-24,Ahmedabad,GJ,Pune,MH,road,994,17.33,SKU_GEARBOX,144.85,SUP_GUJ_003,FAC_PUNE_01,False
SHP_2977BF0BDF,2026-02-24T06:26:23.789959Z,2026-02-24,Ahmedabad,GJ,Bengaluru,KA,road,908,5.08,SKU_STEEL,13.45,SUP_TAT_001,FAC_MUM_01,False
SHP_5732926CAB,2026-02-24T06:26:25.797907Z,2026-02-24,Kolkata,WB,Pune,MH,road,310,11.78,SKU_GEARBOX,195.78,SUP_TAT_001,FAC_CHN_01,False
SHP_8D17A11D4D,2026-02-24T06:26:27.803215Z,2026-02-24,Bengaluru,KA,Hyderabad,TS,road,570,10.91,SKU_PLASTIC,84.35,SUP_GUJ_003,FAC_PUNE_01,False
SHP_9D1616AD1D,2026-02-24T06:26:29.811028Z,2026-02-24,Hyderabad,TS,Delhi,DL,road,468,9.45,SKU_MOTOR,120.54,SUP_MAH_002,FAC_CHN_01,False
